Date,Value,Return,Weights
40,13246.390971165183,0.025819259310252047,"[('YPA', -1.1023246088631106e-05, -0.018879396011396106), ('AOX', 0.000586201932733562, -0.009926829126529823), ('KWE', 0.005719545349316833, -0.004329004329004429), ('VSR', 0.004554004117108965, -0.0022380931065353483), ('VWR', 0.020149757836216375, 0.024736601007787573), ('ZNX', 0.0051822958246016656, 0.041345480028030825), ('MWN', 0.0027114839855986008, 0.0029335071707953016), ('MZJ', 0.0007645606340843742, -0.011036128406845307), ('VEO', 0.004191101285316579, -0.01269565217391299), ('GJA', 0.01847685748250824, 0.012103951584193785), ('TUW', 0.004988458798191418, 0.004845322400298269), ('HBM', -6.851702452997958e-05, 0.018648018648018665), ('WNF', 0.00016408091109902515, 0.013752455795677855), ('ABM', 0.005339838339251229, 0.03118802956553099), ('RLR', 0.0017974603664981117, -0.0119949494949495), ('GPE', 0.12011634757420783, 0.11006289308176109), ('BUL', 0.002996735393517959, 0.027672955974842785), ('PKU', 0.038952840464336405, 0.00972877358490561), ('VLK', 0.0007030290381567978, -0.021978835195737432), ('VYQ', 0.026958303261285888, 0.016721591602587457), ('EVW', 0.02213280739358456, 0.027724049000644728), ('NQW', 0.0021450602398631184, -0.001767408978437538), ('PHV', 0.5925698134975986, 0.01649251403618223), ('DAI', 0.0036555230077158917, -0.03371824480369501), ('WGQ', -0.0011615411300743258, -0.019884309472161965), ('JFL', 0.01908780668216787, 0.02826633165829149), ('RLF', 0.0013652859079084755, 0.011854552001888919), ('NFR', 0.0011202782935826744, -0.009009009009008894), ('ZKY', 3.2525753633155974e-05, 0.02403066857493355), ('STK', 0.0007404630058219529, 0.007799671592774947), ('OWG', 0.06939201750656768, 0.0030948479883488385), ('YLF', 4.554744652396088e-05, 0.009357484785066617), ('CPM', 0.013353749506166229, -0.017657148622742407), ('TGI', 0.0006083792181483009, 0.004570383912248694), ('MGW', -0.00011204369725027488, -0.014890227855114464), ('NTR', 0.0019467127477598197, 0.0008312551953450418), ('KKD', 0.0005115062450881285, -0.02304147465437793), ('JPN', 0.0006646279655642548, -0.02725887543607633), ('CGS', 0.0048801162931534844, -0.015908017010552923), ('VOX', 0.002748001793064937, -0.008470798038341564)]"
41,13308.837728298715,0.0047142468668988505,"[('YPA', -1.1192307860549694e-05, 0.012776784934090239), ('AOX', 0.0005863021481588168, -0.0011754806104093184), ('KWE', 0.005730838138208928, 0.0010869565217393005), ('VSR', 0.004561717910257413, -0.010991520368258326), ('VWR', 0.020187496010551455, -0.014751899865891902), ('ZNX', 0.005192296571319714, 0.08277254374158818), ('MWN', 0.00271418310913196, -0.0011374715632109244), ('MZJ', 0.0007623864439707315, 0.005994344957587087), ('VEO', 0.004192583478252658, 0.0020257178087016887), ('GJA', 0.018496266748921186, 0.009497010200492297), ('TUW', 0.004997685672218321, 0.01224035608308599), ('HBM', -6.865954451210978e-05, 0.011441647597253964), ('WNF', 0.00016439779862507993, 0.0029069767441859845), ('ABM', 0.005348232398423529, -0.010839160839160918), ('RLR', 0.0018004967847537255, 0.00883919062832799), ('GPE', 0.12034825216685191, 0.02077431539187919), ('BUL', 0.00299988458686302, -0.0007789028596862956), ('PKU', 0.039001836892356596, 0.03839416058394154), ('VLK', 0.0007029565359133345, 0.011274213075060602), ('VYQ', 0.026997192395113997, 0.03430372148859546), ('EVW', 0.022167158428307458, 0.007319113341698064), ('NQW', 0.002149021991581691, -0.004170601196097011), ('PHV', 0.5919622823137566, -0.0017150966865209652), ('DAI', 0.0036622637290696573, 0.013384321223709252), ('WGQ', -0.001179610962760492, -0.010918480265584788), ('JFL', 0.019117076071365258, 0.03848503359804522), ('RLF', 0.0013654289854244939, -0.00810477792438446), ('NFR', 0.0011226985927729205, -0.0069264069264069325), ('ZKY', 3.141645451465884e-05, 0.009903097393368957), ('STK', 0.0007365006849437928, -0.00011638056444563172), ('OWG', 0.06948857663882022, -0.005444646098003707), ('YLF', 4.555886424248834e-05, 0.021163012392754994), ('CPM', 0.013366377386791504, -0.009346754313886572), ('TGI', 0.0006095588257251753, -0.013648771610555083), ('MGW', -0.00011442029696557182, 0.006749156355455424), ('NTR', 0.0019500576745074493, 0.001827242524916934), ('KKD', 0.0005098598463352254, 0.043387326450694194), ('JPN', 0.0006654457478118313, 0.04317674428171578), ('CGS', 0.004887013528276309, 0.011363636363636378), ('VOX', 0.002752581557959432, -0.008093525179856103)]"
42,13834.029972611981,0.03946191658769299,"[('YPA', -1.1363063129482034e-05, -0.012118599118976184), ('AOX', 0.0005863852827953518, 0.009691997432163405), ('KWE', 0.0057420957098077655, 0.014115092290987947), ('VSR', 0.0045693900538206255, 0.007031118167384831), ('VWR', 0.0202250874745828, 0.07667876588021785), ('ZNX', 0.00520226303038713, 0.019266625233063935), ('MWN', 0.0027168317109471742, -0.005612493899463135), ('MZJ', 0.0007601611940584758, 0.02162344476090556), ('VEO', 0.0041939611292602635, 0.006768040784038061), ('GJA', 0.01851540102696644, 0.03182346109175388), ('TUW', 0.005006874686340442, 0.03920850128252108), ('HBM', -6.880168000599529e-05, 0.0022624434389139788), ('WNF', 0.00016471360429324598, 0.011594202898550822), ('ABM', 0.005356570106518254, 0.03605514316012724), ('RLR', 0.0018035140956119723, 0.028396495302438485), ('GPE', 0.1205794103414216, 0.23404255319148928), ('BUL', 0.0030029852367468757, 0.0387527839643653), ('PKU', 0.039050332810530664, 0.03809925488542117), ('VLK', 0.0007028612278038792, 0.013617658062102455), ('VYQ', 0.02703571947636889, 0.009865653019179924), ('EVW', 0.02220128222551161, 0.10026987751712681), ('NQW', 0.002152967168554352, 0.013828526274199978), ('PHV', 0.5913593069649677, 0.0010538795942563962), ('DAI', 0.003668976917413245, 0.012735849056603753), ('WGQ', -0.0011978650473508051, -0.01547698963228156), ('JFL', 0.019146143504437597, 0.06647058823529413), ('RLF', 0.0013655345287628179, 0.02904276744461549), ('NFR', 0.0011251144941122726, 0.003051438535309515), ('ZKY', 3.029217435306227e-05, 0.02849509324980311), ('STK', 0.0007324722728533181, 0.003666414479427314), ('OWG', 0.06958433143350219, 0.029562043795620524), ('YLF', 4.556861323477403e-05, 0.02023431665421947), ('CPM', 0.013378772020488598, 0.005702436495593542), ('TGI', 0.0006107345282178058, -0.05627306273062725), ('MGW', -0.00011682429471000548, 0.0001745810055866319), ('NTR', 0.0019533859401539206, 0.011772508705024056), ('KKD', 0.0005081762865782499, 0.01027850044781847), ('JPN', 0.0006662536218940329, 0.009538745751246473), ('CGS', 0.004893847883965165, 0.0159835416996361), ('VOX', 0.002757135307933521, 0.019265639165911185)]"
43,13737.580838360074,-0.006971875472501684,"[('YPA', -1.1535511266652126e-05, -0.004876010914809716), ('AOX', 0.0005864513964961991, -0.0032911277357096495), ('KWE', 0.005753318499663314, -0.012847965738757947), ('VSR', 0.004577020903502658, -0.0020270494582410353), ('VWR', 0.02026253379235186, -0.01432785503581963), ('ZNX', 0.00521219559736222, 0.049390243902439165), ('MWN', 0.002719430035725248, 0.012269938650306749), ('MZJ', 0.000757884993570931, -0.0026778181284619717), ('VEO', 0.004195234630424693, -0.02034223851929468), ('GJA', 0.018534261973547746, 0.0033768572714992927), ('TUW', 0.005016026226623491, -0.0035260930888574705), ('HBM', -6.894343637356419e-05, 0.0022573363431152766), ('WNF', 0.00016502834062730014, -0.011461318051576026), ('ABM', 0.00536485188780704, -0.008358921869668969), ('RLR', 0.0018065124495038711, -0.00913570108807227), ('GPE', 0.12080983145323963, -0.01799100449775114), ('BUL', 0.003006037590045634, -0.02701543739279584), ('PKU', 0.03909833157215525, 0.013813651137594744), ('VLK', 0.0007027431886669499, -0.0017716099505426226), ('VYQ', 0.027073886791883633, -0.030543343964600744), ('EVW', 0.022235180571395535, -0.026981132075471693), ('NQW', 0.002156895937431651, -0.0006625097427903141), ('PHV', 0.590760853591279, -0.0036901785322630267), ('DAI', 0.003675662853737975, -0.009315323707498803), ('WGQ', -0.0012163033315217321, -0.005113830069320893), ('JFL', 0.019175010518454497, -0.03419746276889133), ('RLF', 0.0013656026641133375, -0.01965361934968723), ('NFR', 0.00112752608093716, 0.004345936549326287), ('ZKY', 2.9152930820205725e-05, -0.020439554609472083), ('STK', 0.0007283778723573694, -0.013394410298040138), ('OWG', 0.06967928799404968, -0.008507621410847288), ('YLF', 4.5576699576726944e-05, -0.00034313164817563143), ('CPM', 0.01339093453897326, -0.014226804123711294), ('TGI', 0.0006119063718575637, -0.04887585532746823), ('MGW', -0.00011925566770617443, -0.009286088322569273), ('NTR', 0.0019566976937864995, -0.02884300229432981), ('KKD', 0.0005064556418904669, 0.00966734211415059), ('JPN', 0.0006670516442426078, 0.07131410256410246), ('CGS', 0.004900619761544484, 0.023676012461059128), ('VOX', 0.002761663257222682, -0.01489882143651327)]"
44,13947.114070683547,0.015252556821240382,"[('YPA', -1.1709651714359109e-05, 0.001166704285437482), ('AOX', 0.000586500548088911, 0.0010319117091529884), ('KWE', 0.005764506939288115, 0.003253796095444616), ('VSR', 0.004584610811176798, -0.011509862073801355), ('VWR', 0.0202998365125445, -0.004275331338178769), ('ZNX', 0.005222094664044178, 0.024404416037187574), ('MWN', 0.002721978324670737, 0.005090909090909054), ('MZJ', 0.0007555579490105156, 0.00647344416654403), ('VEO', 0.004196404367227999, 0.008109794135995106), ('GJA', 0.01855285122268085, 0.006843168050258015), ('TUW', 0.005025140675286375, 0.019108280254777038), ('HBM', -6.908481892936958e-05, -0.024774774774774844), ('WNF', 0.00016534202003229707, 0.004830917874396204), ('ABM', 0.005373078161727436, 0.003956648890417975), ('RLR', 0.0018094919952021632, 0.029006526468455373), ('GPE', 0.12103952476984985, 0.1213740458015267), ('BUL', 0.003009041890164523, 0.00859409431467608), ('PKU', 0.03914583648720003, 0.005476890195030678), ('VLK', 0.0007026024920117279, -0.013754344450195854), ('VYQ', 0.027111696600110924, 0.03189093064611751), ('EVW', 0.02226885523171503, 0.011246848943183988), ('NQW', 0.002160808463198847, 0.003197753772959511), ('PHV', 0.5901668887337058, -0.0031369872814427566), ('DAI', 0.0036823218162403883, 0.010343206393982082), ('WGQ', -0.0012349257709737345, -0.0035028936947911937), ('JFL', 0.019203678632717883, 0.0041880830001903456), ('RLF', 0.0013656335154237779, 0.008098738341549554), ('NFR', 0.0011299334359056836, 0.026828212894850757), ('ZKY', 2.7998740889410988e-05, 0.0012559032357955249), ('STK', 0.0007242175829833432, 0.01357625624449017), ('OWG', 0.0697734523487927, 0.010725777618877394), ('YLF', 4.558312924268364e-05, 0.00688787185354689), ('CPM', 0.013402866057454313, -0.01411838527504715), ('TGI', 0.0006130744024413502, 0.02363823227132584), ('MGW', -0.00012171439439246187, -0.01035977307163747), ('NTR', 0.0019599930829191175, 0.017718528518393593), ('KKD', 0.0005046979863911291, -0.001714261822134869), ('JPN', 0.0006678398705512541, 0.012652860882572982), ('CGS', 0.004907329557392478, -0.011716372489348693), ('VOX', 0.0027661656177268654, -0.011963882618510025)]"
45,13671.048822539282,-0.019793718381105576,"[('YPA', -1.1885483985344635e-05, 0.012468408818718562), ('AOX', 0.0005865327953873153, 0.001168210523138747), ('KWE', 0.005775661456213026, 0.021621621621621546), ('VSR', 0.004592160124935701, 0.014383584803278194), ('VWR', 0.020336997168699123, -0.02490339201373973), ('ZNX', 0.005231960618524557, -0.026659103800340266), ('MWN', 0.0027244768155534863, -0.02090368226402954), ('MZJ', 0.0007531801641873249, -0.02737172927934516), ('VEO', 0.004197470718624915, -0.015558698727015603), ('GJA', 0.0185711703857798, -0.021504178272980578), ('TUW', 0.005034218410752927, 0.014236111111111116), ('HBM', -6.922583294125795e-05, 0.00692840646651276), ('WNF', 0.00016565465479619608, -0.000961538461538441), ('ABM', 0.0053812493429450225, 0.010109664153529874), ('RLR', 0.0018124528798428438, -0.024765931742675867), ('GPE', 0.1212684994722393, -0.046970728386657556), ('BUL', 0.003011998377079524, -0.012016604762945252), ('PKU', 0.03919285082285634, -0.046366414242061844), ('VLK', 0.0007024392100332344, -0.027142535802654303), ('VYQ', 0.02714915113147508, -0.04242302389705893), ('EVW', 0.022302307952048104, 0.01553211888782363), ('NQW', 0.002164704909198279, -0.004431486880466502), ('PHV', 0.5895773793290818, -0.018478134851186743), ('DAI', 0.0036889540803598793, 0.014890646812470931), ('WGQ', -0.001253732329363669, 0.014748586275408667), ('JFL', 0.01923214934899086, 0.0254028436018958), ('RLF', 0.0013656272044251265, 0.00859116536974045), ('NFR', 0.0011323366410074887, -0.024441635061104167), ('ZKY', 2.682962084229668e-05, -0.015470175021862625), ('STK', 0.0007199915010123284, 0.016409602226603176), ('OWG', 0.06986683045192812, -0.0019455252918287838), ('YLF', 4.558790810656696e-05, -0.04170359764550798), ('CPM', 0.01341456767483005, 0.007001166861143639), ('TGI', 0.0006142386653375697, -0.001004016064257185), ('MGW', -0.0001242004544115815, -0.017696279152572644), ('NTR', 0.001963272253513114, -0.013762228486154956), ('KKD', 0.0005029033922658024, -0.02508795443122793), ('JPN', 0.0006686183557847209, -0.0698593479012513), ('CGS', 0.00491397766300287, 0.001077752117012982), ('VOX', 0.002770642599040905, 0.001142334932602174)]"
46,13816.7259027493,0.010655881790857297,"[('YPA', -1.206300766217226e-05, 0.001304365820542169), ('AOX', 0.0005865481952030657, -0.0070011942205890024), ('KWE', 0.005786782474042, -0.03492063492063493), ('VSR', 0.004599669189140648, -0.03511143371595768), ('VWR', 0.02037401727941123, 0.05724350506384855), ('ZNX', 0.005241793845237732, 0.04836829836829827), ('MWN', 0.0027269257427496333, 0.01198883232057804), ('MZJ', 0.0007507517402471817, 0.006687957918467141), ('VEO', 0.00419843405711749, -0.006375718390804541), ('GJA', 0.018589221051938394, 0.0007970849464815236), ('TUW', 0.005043259807702759, -0.011982197877439281), ('HBM', -6.93664836310255e-05, 0.07339449541284389), ('WNF', 0.00016596625709145823, 0.0038498556304137773), ('ABM', 0.005389365841414484, 0.026293469041560595), ('RLR', 0.0018153952489463187, 0.001135542479611845), ('GPE', 0.12149676465604076, 0.07714285714285715), ('BUL', 0.003014907287378307, 0.03217602830605923), ('PKU', 0.039239377804075874, -0.009055447199777175), ('VLK', 0.0007022534136272686, -0.0006936416184971362), ('VYQ', 0.02718625258871805, 0.041392963196256675), ('EVW', 0.02233554045805514, 0.032477341389728076), ('NQW', 0.002168585437151333, 0.0011713716762327742), ('PHV', 0.5889922927049922, -0.00574285939275317), ('DAI', 0.0036955599188156565, -0.008253094910591459), ('WGQ', -0.0012727229782385167, -0.00289931470743272), ('JFL', 0.019260424151722483, 0.05934553521907919), ('RLF', 0.0013655838506566058, -0.014433139378999617), ('NFR', 0.0011347357775734813, 0.015118790496760322), ('ZKY', 2.564558627546735e-05, 0.006051678146275472), ('STK', 0.0007156997195116409, -0.01026869758685597), ('OWG', 0.0699594281844763, 0.01205032783980152), ('YLF', 4.559104194302401e-05, 0.012640516055589773), ('CPM', 0.013426040473881145, -0.0006320446644896479), ('TGI', 0.0006153992054920028, -0.01507537688442197), ('MGW', -0.00012671382859934425, -0.0010149340292879975), ('NTR', 0.0019665353499976196, -0.005211835911230585), ('KKD', 0.0005010719297862732, 0.006014520771576996), ('JPN', 0.0006693871541877513, 0.03737096965507042), ('CGS', 0.004920564465045646, -0.01522608428175938), ('VOX', 0.002775094408484398, 0.014148790506617924)]"
47,13747.561676202255,-0.005005833294650763,"[('YPA', -1.2242222396618398e-05, -0.0017624176245210814), ('AOX', 0.0005865468033569927, 0.0020737057036525554), ('KWE', 0.00579787041250601, -0.010964912280701716), ('VSR', 0.0046071383444700395, -0.02216004250431637), ('VWR', 0.020410898348534743, -0.04872969596001673), ('ZNX', 0.0052515947250106965, -0.05225125069483034), ('MWN', 0.002729325337281892, -0.006734826355079506), ('MZJ', 0.0007482727756992403, -0.03538237599372977), ('VEO', 0.004199294748828392, -0.00967013104383197), ('GJA', 0.01860700478820693, 0.004664922061667956), ('TUW', 0.005052265237121272, -0.004158004158004193), ('HBM', -6.950677617506481e-05, 0.0), ('WNF', 0.0001662768389766206, -0.004793863854266437), ('ABM', 0.005397428062439699, -0.0259504132231405), ('RLR', 0.0018183192464382228, 0.009177149927820174), ('GPE', 0.12172432933271504, -0.029840848806366), ('BUL', 0.003017768854300478, -0.00964113551151571), ('PKU', 0.03928542061410073, -0.01729228173766329), ('VLK', 0.0007020451724050668, 0.004704612062316934), ('VYQ', 0.027223003147239383, 0.0014977389901782363), ('EVW', 0.02236855445573497, -0.019751280175566904), ('NQW', 0.0021724502071800893, -0.00413400413400406), ('PHV', 0.5884115965747924, 0.004044918394478564), ('DAI', 0.0037021396016431317, -0.036061026352288375), ('WGQ', -0.0012918976969704538, -0.0009818360333823909), ('JFL', 0.019288504508269064, -0.011692844677137777), ('RLF', 0.0013655035714902285, -0.005521300870718167), ('NFR', 0.0011371309262853879, 0.005531914893616979), ('ZKY', 2.4446652107080953e-05, 0.0025458071154379302), ('STK', 0.000711342328366765, 0.003054931119949283), ('OWG', 0.07005125135522097, -0.008229732095955154), ('YLF', 4.559253642854401e-05, -0.007260123187896725), ('CPM', 0.01343728552146028, -0.010646147359544694), ('TGI', 0.0006165560674335904, 0.00714285714285699), ('MGW', -0.00012925449897363604, 7.256894049340279e-05), ('NTR', 0.0019697825152896293, 0.009971269224268992), ('KKD', 0.0004992036673301545, 0.009480292095486181), ('JPN', 0.0006701463192938769, -0.027237633316477126), ('CGS', 0.004927090345426718, 0.003435889426831155), ('VOX', 0.0027795212511311142, -0.004275427542754224)]"
48,13524.652761498348,-0.01621443278117995,"[('YPA', -1.2423127909075519e-05, 0.008712631156775655), ('AOX', 0.0005865286746902503, -0.005104538834900032), ('KWE', 0.005808925687516062, -0.01219512195121945), ('VSR', 0.0046145679279670435, -0.007156465036090882), ('VWR', 0.02044764186537985, -0.04728546409807348), ('ZNX', 0.005261363635111932, -0.02052785923753674), ('MWN', 0.0027316758268591777, -0.0051466383465402785), ('MZJ', 0.0007457433664430201, 0.03548075062874837), ('VEO', 0.004200053153572974, 0.0010038328162073318), ('GJA', 0.01862452313986403, 0.0022650056625141885), ('TUW', 0.005061235066348831, 0.033750869867780184), ('HBM', -6.964671570500019e-05, -0.010683760683760646), ('WNF', 0.00016658641239784234, -0.00867052023121403), ('ABM', 0.005405436406732782, -0.0032241642626845025), ('RLR', 0.0018212250146698741, 0.008991519362419488), ('GPE', 0.12195120243071411, -0.05263157894736851), ('BUL', 0.0030205833077771083, -0.032558139534883776), ('PKU', 0.039330982394984074, 0.027324749642346158), ('VLK', 0.0007018145547077226, -0.01673447455285182), ('VYQ', 0.02725940495543066, 0.016910643927410762), ('EVW', 0.02240135163167649, -0.028358208955223937), ('NQW', 0.0021762993778285653, 0.0028979831603681856), ('PHV', 0.587835259032714, -0.01270002253775068), ('DAI', 0.0037086933962296774, -0.024460431654676332), ('WGQ', -0.0013112564726932268, 0.00389340389340379), ('JFL', 0.01931639186911147, -0.048207663782447535), ('RLF', 0.0013653864821549196, -0.0059551365683263345), ('NFR', 0.001139522167185157, 0.013118916631400858), ('ZKY', 2.323283258329027e-05, 0.006302763987205782), ('STK', 0.0007069194143127286, -0.005401677968049636), ('OWG', 0.07014230570163353, -0.01730225988700572), ('YLF', 4.559239714255629e-05, 0.004930524428507471), ('CPM', 0.013448303868678494, 0.007138291071809096), ('TGI', 0.0006177092952801134, 0.0030395136778116655), ('MGW', -0.0001318224487235994, -0.005260866410274975), ('NTR', 0.001973013890813711, -0.008868808567603768), ('KKD', 0.000497298671400077, 0.010448834553069197), ('JPN', 0.0006708959039340595, 0.04891899867210934), ('CGS', 0.004933555681346617, -0.015719844357976624), ('VOX', 0.0027839233298378977, 0.008135593220338971)]"
49,13665.231260728682,0.010394240925026105,"[('YPA', -1.2605723987966275e-05, 0.011871675445163304), ('AOX', 0.0005864938630752912, 0.0037440755389052376), ('KWE', 0.005819948711215346, 0.02693602693602696), ('VSR', 0.004621958273086459, 0.0009611004555765756), ('VWR', 0.020484249304907734, 0.01884191176470589), ('ZNX', 0.005271100949299512, 0.018562874251497143), ('MWN', 0.002733977435915523, 0.05009032681885362), ('MZJ', 0.0007431636057950038, 0.028921605261191276), ('VEO', 0.0042007096249300395, 0.018324368675357874), ('GJA', 0.018641777630683875, -0.0003389830508474705), ('TUW', 0.005070169659129162, 0.0380343318747896), ('HBM', -6.978630730831299e-05, 0.019438444924406016), ('WNF', 0.00016689498919042603, 0.016520894071914646), ('ABM', 0.005413391270472159, 0.01583248212461695), ('RLR', 0.0018241126944384012, -0.00546835443037981), ('GPE', 0.1221773927966255, 0.009379509379509435), ('BUL', 0.003023350874469613, -0.0007826475849730901), ('PKU', 0.039376066248102054, 0.04776493524578739), ('VLK', 0.0007015616276203463, 0.005542977593879366), ('VYQ', 0.02729546013500397, 0.0017534432534856885), ('EVW', 0.02243393365330617, 0.02073732718894006), ('NQW', 0.002180133106083649, 0.012027021750165949), ('PHV', 0.5872632485490494, 0.005033499594809018), ('DAI', 0.0037152215673498215, 0.01720747295968542), ('WGQ', -0.0013307993002398147, 0.0090368250621283), ('JFL', 0.01934408766806908, 0.0463821892393321), ('RLF', 0.0013652326957602184, 0.01942886174559156), ('NFR', 0.001141909579684214, 0.046783625730994045), ('ZKY', 2.2004141284569454e-05, 0.00483779861138346), ('STK', 0.0007024310609648996, 0.009244280101687048), ('OWG', 0.07023259689078123, 0.016349263384836575), ('YLF', 4.559062956850869e-05, -0.0015963190760129743), ('CPM', 0.013459096551088377, 0.016291124510737248), ('TGI', 0.0006188589327437871, 0.009090909090909077), ('MGW', -0.00013441766219902075, 0.00773242878506038), ('NTR', 0.001976229616521419, 0.02194833699138957), ('KKD', 0.0004953570066425785, 0.016243824834631146), ('JPN', 0.0006716359602451884, -0.010284292658316622), ('CGS', 0.004939960845358186, 0.041587602783048745), ('VOX', 0.0027883008452730847, 0.023985653440932533)]"
50,13660.177186392943,-0.0003698491623968919,"[('YPA', -1.2790010489168866e-05, 0.004324423834358512), ('AOX', 0.0005864424214266248, 0.0008288664549597495), ('KWE', 0.005830939892030593, -0.012021857923497399), ('VSR', 0.004629309709740841, -0.005760969755160753), ('VWR', 0.02052072212792218, -0.02661253946774936), ('ZNX', 0.005280807037868458, -0.00881834215167561), ('MWN', 0.0027362303856483753, -0.0005473881764153361), ('MZJ', 0.0007405335845147323, -0.0044305636257990525), ('VEO', 0.004201264510311488, -0.004476275738585497), ('GJA', 0.018658769763198975, 0.0009042613315247914), ('TUW', 0.005079069375656952, 0.030479896238651143), ('HBM', -6.992555602895728e-05, 0.021186440677966215), ('WNF', 0.0001672025810803155, -0.006692160611854711), ('ABM', 0.005421293045359696, 0.0013407072230601357), ('RLR', 0.0018269824250065282, -0.011200488748599881), ('GPE', 0.1224029091962985, 0.012866333095067885), ('BUL', 0.003026071777807961, -0.007608817276491068), ('PKU', 0.03942067523465728, 0.007974481658692299), ('VLK', 0.0007012864569859973, 0.006055900621118021), ('VYQ', 0.02733117078131508, -0.005251122215634671), ('EVW', 0.02246630216913155, -0.00865312264860786), ('NQW', 0.002183951547395673, 0.0018134814986301285), ('PHV', 0.5866955339654188, -0.0022088718286506575), ('DAI', 0.0037217243771998656, -0.017399710004833396), ('WGQ', -0.0013505261820813102, 0.006007911038137013), ('JFL', 0.019371593322510018, 0.003900709219858136), ('RLF', 0.0013650423233195874, -0.003017642368263633), ('NFR', 0.0011442932425725705, 0.0), ('ZKY', 2.0760591131922333e-05, -0.0031620454608447123), ('STK', 0.0006978773488492274, 0.004179070299977042), ('OWG', 0.0703221305202211, -0.0022980378292381575), ('YLF', 4.5587239094927365e-05, -0.004726075711262616), ('CPM', 0.013469664588864073, 0.0033309045487666016), ('TGI', 0.0006200050231367643, -0.026026026026026005), ('MGW', -0.00013704012489991957, -0.0019182742770278674), ('NTR', 0.001979429830910372, 0.02048570956550474), ('KKD', 0.0004933787358666206, 0.022081239185960225), ('JPN', 0.000672366539678439, -0.016549390690784184), ('CGS', 0.0049463062054233035, 0.00941247912555018), ('VOX', 0.0027926539959444905, -0.00328371278458841)]"
51,13595.684220089597,-0.004721239367787104,"[('YPA', -1.2975987335453713e-05, 0.005616295016518778), ('AOX', 0.0005863744017114038, 0.005659521055003952), ('KWE', 0.005841899634722483, 0.004424778761062049), ('VSR', 0.004636622564345804, 0.014727209788856024), ('VWR', 0.020557061781257754, 0.027803521779425463), ('ZNX', 0.005290482267697233, -0.0035587188612098888), ('MWN', 0.0027384348940561595, 0.006963461387997702), ('MZJ', 0.0007378533908304251, 0.028635004012548416), ('VEO', 0.004201718151030592, 0.01456834532374092), ('GJA', 0.018675501018958155, -0.011857707509881391), ('TUW', 0.005087934572624612, 0.011013215859030881), ('HBM', -7.00644668679644e-05, 0.010373443983402453), ('WNF', 0.00016750919968556725, 0.002887391722810333), ('ABM', 0.005429142118676841, 0.005020920502092002), ('RLR', 0.0018298343441220236, 0.0028833281845330157), ('GPE', 0.12262776031595105, 0.002117148906139687), ('BUL', 0.0030287462380282205, -0.0031570639305446065), ('PKU', 0.03946481237617301, 0.016086497890295343), ('VLK', 0.0007009891074193476, 0.03356999536965576), ('VYQ', 0.027366538963680662, 0.015779764438768277), ('EVW', 0.02249845880898024, -0.010436432637571238), ('NQW', 0.002187754855698637, 0.006393467878601154), ('PHV', 0.5861320844901154, -0.009492428251924985), ('DAI', 0.003728202085431908, 0.02065912444663068), ('WGQ', -0.001370437128267115, 0.016246893430765432), ('JFL', 0.019398910233557772, 0.0008830801836807535), ('RLF', 0.0013648154737732872, 0.0), ('NFR', 0.0011466732340277782, 0.019952114924181964), ('ZKY', 1.9502194392971627e-05, 0.01791008770985138), ('STK', 0.0006932583554319319, 0.007069152271820358), ('OWG', 0.07041091211887648, -0.01754075124025505), ('YLF', 4.5582231016456654e-05, 0.04372888563396251), ('CPM', 0.013480008986978152, 0.00632845730884946), ('TGI', 0.0006211476093765425, -0.0020554984583761125), ('MGW', -0.00013968982346633326, 0.02277342616768215), ('NTR', 0.0019826146710430073, 0.0184555609519183), ('KKD', 0.0004913639200617771, 0.00882708585247883), ('JPN', 0.0006730876930074774, 0.053197649212389744), ('CGS', 0.004952592124968624, -0.00812152203338836), ('VOX', 0.00279698297822686, 0.043048539424555256)]"
